"cne","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6"
"632","Civil","3","19","20","16","20","18","11"
"633","Indus","3","11","13","18","14","10","9"
"634","Finance","3","18","16","11","9","19","18"
"635","Civil","2","14","19","19","13","11","20"
"636","Electrique","3","20","17","13","18","14","20"
"637","Indus","3","17","10","16","17","9","14"
"638","Finance","3","14","20","9","17","15","15"
"639","Indus","1","9","20","13","14","18","18"
"640","Civil","1","15","13","15","9","16","9"
"641","Finance","2","15","15","20","10","15","12"
"642","Indus","3","9","10","17","18","15","18"
"643","Info","2","17","14","11","16","14","14"
"644","Indus","3","9","20","15","11","13","18"
"645","Finance","1","13","10","14","10","20","14"
"646","Electrique","2","11","13","16","14","17","10"
"647","Indus","1","15","14","19","10","19","16"
"648","Electrique","1","13","15","12","9","12","14"
"649","Indus","2","19","19","18","11","12","16"
"650","Electrique","3","13","16","16","10","15","18"
"651","Finance","2","11","9","14","14","16","12"
"652","Electrique","2","9","14","18","9","12","19"
"653","Electrique","3","11","17","19","20","14","16"
"654","Finance","1","17","18","15","13","17","12"
"655","Finance","1","19","20","9","13","20","17"
"656","Indus","1","18","12","20","12","9","11"
"657","Finance","1","9","13","12","18","18","14"
"658","Info","2","16","17","12","15","19","14"
"659","Info","1","13","15","14","10","20","17"
"660","Electrique","3","20","20","12","13","16","16"
"661","Indus","1","20","9","20","19","9","17"
"662","Finance","3","13","19","18","14","19","10"
"663","Electrique","1","11","13","18","10","10","17"
"664","Finance","2","20","17","9","12","9","11"
"665","Civil","1","10","11","16","12","14","14"
"666","Civil","2","14","20","12","14","16","9"
"667","Finance","2","11","20","17","17","14","19"
"668","Indus","3","11","20","12","17","17","10"
"669","Electrique","3","14","20","15","12","18","13"
"670","Info","1","13","17","13","20","12","14"
"671","Civil","1","10","11","11","18","19","11"
"672","Electrique","1","16","13","16","15","13","17"
"673","Info","2","17","10","12","12","13","16"
"674","Info","1","20","13","12","11","20","14"
"675","Finance","3","9","18","15","13","10","12"
"676","Indus","3","13","17","12","11","14","9"
"677","Electrique","1","20","13","11","16","12","10"
"678","Finance","1","12","19","17","14","15","16"
"679","Finance","1","11","12","10","14","11","9"
"680","Civil","2","12","11","19","10","17","19"
"681","Finance","2","10","11","14","12","18","10"
"682","Info","3","17","18","16","13","16","17"
"683","Indus","1","10","10","12","19","11","10"
"684","Indus","2","10","16","16","12","11","15"
"685","Indus","3","20","11","12","9","13","10"
"686","Indus","1","20","16","16","9","13","9"
"687","Electrique","1","15","16","14","15","18","18"
"688","Info","1","16","17","13","13","14","17"
"689","Indus","3","13","10","14","13","16","20"
"690","Indus","3","15","16","18","15","11","14"
"691","Civil","2","12","13","14","20","11","20"
"692","Finance","1","18","17","15","16","12","18"
"693","Civil","2","15","14","19","17","10","16"
"694","Info","2","9","15","13","9","20","18"
"695","Finance","1","16","16","14","16","12","9"
"696","Info","2","17","18","15","18","14","15"
"697","Finance","2","15","13","19","18","13","15"
"698","Finance","1","10","13","12","12","17","15"
"699","Indus","3","16","9","11","10","11","10"
"700","Electrique","3","18","19","13","9","10","17"
"701","Indus","1","12","16","11","11","13","11"
"702","Electrique","3","16","10","18","15","12","17"
"703","Indus","2","15","10","20","12","10","14"
"704","Finance","3","13","20","18","9","12","13"
"705","Indus","1","13","14","13","18","14","16"
"706","Civil","1","18","10","15","11","9","20"
"707","Indus","3","15","20","9","19","20","20"
"708","Finance","1","19","17","11","15","12","18"
"709","Info","1","12","20","15","19","11","11"
"710","Finance","1","17","19","15","14","10","18"
"711","Finance","3","18","14","10","13","9","10"
"712","Civil","3","15","11","10","16","12","15"
"713","Indus","2","11","16","20","9","11","15"
"714","Info","1","19","14","9","12","17","9"
"715","Civil","2","20","20","19","20","9","11"
"716","Indus","3","20","15","17","14","18","13"
"717","Finance","3","10","18","11","11","17","15"
"718","Electrique","1","20","20","12","9","14","20"
"719","Info","2","15","20","14","14","10","10"
"720","Electrique","2","16","18","19","19","10","20"
"721","Finance","3","13","20","20","14","16","9"
"722","Civil","3","9","14","16","17","10","13"
"723","Indus","3","13","9","15","12","9","18"
"724","Finance","1","13","9","17","14","16","16"
"725","Indus","1","10","13","9","10","20","9"
"726","Indus","2","19","18","10","20","15","18"
"727","Civil","1","14","12","15","15","14","16"
"728","Electrique","2","15","13","17","20","14","16"
"729","Civil","1","18","15","14","11","20","9"
"730","Info","1","14","17","16","16","9","10"
"731","Info","3","15","15","19","14","12","20"
"732","Finance","2","19","13","14","14","10","11"
"733","Civil","2","11","14","16","17","18","16"
"734","Finance","1","11","18","9","9","13","12"
"735","Electrique","3","12","20","18","15","19","20"
"736","Info","3","15","15","18","10","20","16"
"737","Indus","2","12","19","20","13","18","16"
"738","Indus","2","14","16","18","17","17","15"
"739","Finance","1","14","14","18","15","10","10"
"740","Civil","2","9","14","16","9","14","18"
"741","Civil","3","13","12","14","12","12","9"
"742","Indus","2","16","10","17","15","18","13"
"743","Indus","3","17","9","12","18","16","12"
"744","Finance","3","9","17","17","15","20","14"
"745","Electrique","3","17","10","10","18","11","16"
"746","Finance","2","19","14","14","17","19","14"
"747","Civil","1","9","13","18","15","11","19"
"748","Finance","3","10","11","20","9","17","12"
"749","Indus","2","16","12","20","17","15","15"
"750","Info","3","11","15","10","17","17","12"
"751","Civil","1","17","19","14","17","17","11"
"752","Civil","3","14","18","19","14","19","17"
"753","Civil","2","16","11","16","15","10","14"
"754","Electrique","1","9","11","12","15","20","13"
"755","Finance","1","9","12","18","16","13","16"
"756","Info","2","12","12","12","15","12","11"
"757","Info","1","16","12","16","16","19","19"
"758","Info","3","10","17","15","15","11","16"
"759","Electrique","1","16","20","14","12","17","17"
"760","Civil","3","17","17","12","12","16","16"
"761","Civil","1","11","9","13","20","13","14"
"762","Indus","2","9","9","18","15","11","14"
"763","Finance","1","20","17","19","12","16","20"
"764","Civil","3","20","17","12","14","14","9"
"765","Electrique","2","13","16","15","19","20","18"
"766","Civil","3","11","20","20","20","17","18"
"767","Finance","3","12","11","19","17","13","12"
"768","Indus","3","15","9","16","17","14","9"
"769","Info","3","16","14","14","10","9","14"
"770","Indus","3","19","19","13","13","18","16"
"771","Indus","2","17","9","15","19","13","18"
"772","Indus","2","9","9","20","14","20","13"
"773","Finance","1","20","17","9","14","19","16"
"774","Indus","1","15","13","13","13","9","10"
"775","Electrique","3","17","19","20","16","13","13"
"776","Info","2","17","9","12","13","15","11"
"777","Finance","2","19","20","16","11","10","13"
"778","Civil","3","13","10","20","12","10","9"
"779","Indus","2","11","13","9","18","19","15"
"780","Info","2","19","12","12","13","13","16"
"781","Electrique","3","9","9","14","19","9","16"
"782","Civil","1","12","16","17","18","20","18"
"783","Finance","2","18","20","16","12","19","12"
"784","Civil","3","18","18","16","11","20","19"
"785","Info","3","20","18","20","10","19","10"
"786","Info","3","13","11","19","20","13","13"
"787","Info","1","12","20","10","11","19","12"
"788","Finance","1","15","16","16","15","15","18"
"789","Electrique","1","18","16","20","17","19","14"
"790","Info","3","15","11","20","16","18","17"
"791","Info","3","17","18","14","19","15","15"
"792","Finance","3","15","11","15","9","12","15"
"793","Info","2","14","20","9","17","11","20"
"794","Indus","1","20","17","12","13","18","11"
"795","Indus","2","11","17","18","11","10","19"
"796","Civil","2","19","14","12","15","12","19"
"797","Civil","3","17","15","14","16","10","17"
"798","Electrique","2","13","15","20","15","19","10"
"799","Indus","3","13","19","14","15","10","13"
"800","Finance","1","20","17","17","17","20","12"
"801","Indus","3","11","10","9","16","15","13"
"802","Civil","3","20","12","9","18","13","16"
"803","Info","3","20","12","20","13","20","15"
"804","Electrique","2","19","15","9","18","11","13"
"805","Finance","3","17","12","16","11","12","13"
"806","Electrique","2","15","9","20","15","20","17"
"807","Info","2","9","20","14","16","12","17"
"808","Info","1","9","15","10","17","13","17"
"809","Civil","1","11","16","16","18","10","20"
"810","Indus","3","19","11","17","13","15","11"
"811","Info","3","19","16","9","9","17","13"
"812","Info","2","12","16","15","13","16","16"
"813","Info","2","18","13","19","12","12","12"
"814","Civil","2","15","12","19","15","12","9"
"815","Civil","1","14","19","9","18","9","17"
"816","Electrique","1","16","9","20","9","11","14"
"817","Indus","1","11","13","18","11","18","10"
"818","Finance","3","15","14","19","13","9","18"
"819","Indus","3","17","9","18","10","19","14"
"820","Indus","1","17","9","18","15","17","9"
"821","Info","1","20","12","11","9","10","20"
"822","Info","3","17","20","9","17","9","10"
"823","Info","3","15","15","15","14","14","19"
"824","Civil","2","20","15","12","14","9","10"
"825","Info","1","16","13","11","10","10","19"
"826","Indus","3","18","14","20","15","11","17"
"827","Finance","2","12","15","10","9","10","13"
"828","Info","2","10","18","19","17","19","16"
"829","Civil","3","10","15","16","11","20","16"
"830","Electrique","1","18","20","16","13","17","9"
"831","Info","2","9","17","14","9","18","14"
"832","Civil","1","17","16","12","19","16","16"
"833","Indus","2","19","15","16","17","14","11"
"834","Civil","3","10","16","20","19","14","15"
"835","Finance","1","14","16","20","19","20","14"
"836","Civil","2","20","17","14","16","11","17"
"837","Electrique","1","19","11","15","17","16","13"
"838","Info","3","12","14","20","11","13","18"
"839","Civil","2","20","13","10","20","14","11"
"840","Indus","2","10","13","9","10","18","10"
"841","Electrique","3","9","20","16","10","16","13"
"842","Electrique","3","15","11","18","11","18","9"
"843","Indus","3","10","13","20","13","14","20"
"844","Info","1","11","12","16","13","9","9"
"845","Info","2","18","17","10","12","16","19"
"846","Civil","3","20","20","18","11","11","18"
"847","Finance","2","11","9","19","15","11","20"
"848","Info","3","18","16","18","11","17","20"
"849","Finance","1","11","12","16","9","18","15"
"850","Info","3","10","10","16","11","17","12"
"851","Finance","3","14","20","9","13","10","9"
"852","Info","3","19","16","15","16","13","13"
"853","Finance","2","11","16","19","14","15","16"
"854","Civil","3","17","18","17","19","11","13"
"855","Finance","1","12","12","15","20","16","13"
"856","Finance","2","17","17","12","14","18","18"
"857","Electrique","2","10","13","10","17","16","9"
"858","Civil","1","10","16","16","9","19","15"
"859","Electrique","3","18","18","11","10","17","18"
"860","Civil","2","12","17","11","20","13","11"
"861","Info","2","14","16","13","10","20","17"
"862","Finance","3","10","18","19","13","10","17"
"863","Electrique","1","15","19","12","17","11","11"
"864","Indus","1","11","16","14","17","14","20"
"865","Civil","1","18","15","14","17","20","12"
"866","Civil","2","10","15","12","19","20","17"
"867","Finance","3","9","19","18","18","10","20"
"868","Electrique","3","18","16","14","20","9","20"
"869","Info","3","16","18","19","13","11","16"
"870","Finance","2","16","20","11","19","17","17"
"871","Info","1","13","17","9","19","14","16"
"872","Finance","2","18","17","16","9","10","10"
"873","Civil","3","18","16","13","13","12","15"
"874","Info","2","18","12","10","16","10","11"
"875","Electrique","2","12","16","9","14","15","10"
"876","Indus","3","19","11","16","15","11","18"
"877","Indus","3","18","19","14","10","17","12"
"878","Info","1","12","19","13","16","11","16"
"879","Electrique","3","9","16","14","18","20","9"
"880","Electrique","2","13","19","9","9","11","11"
"881","Electrique","2","14","12","10","20","9","14"
"882","Civil","1","15","20","17","9","17","16"
"883","Indus","1","14","14","9","13","14","20"
"884","Electrique","1","17","20","13","17","9","15"
"885","Info","3","17","15","15","19","13","12"
"886","Civil","2","20","9","9","19","18","12"
"887","Electrique","1","16","13","18","9","19","12"
"888","Indus","1","15","10","17","11","10","15"
"889","Indus","3","19","14","15","18","11","17"
"890","Electrique","3","14","20","11","12","17","13"
"891","Civil","1","10","11","15","20","17","14"
"892","Civil","3","19","15","16","9","11","12"
"893","Electrique","1","12","13","10","13","13","10"
"894","Info","2","9","10","12","18","16","17"
"895","Finance","3","18","19","17","20","14","9"
"896","Civil","2","14","11","10","14","17","16"
"897","Indus","2","10","9","12","18","20","12"
"898","Finance","1","20","20","16","16","14","19"
"899","Electrique","2","16","14","10","17","20","9"
"900","Indus","3","12","17","15","16","17","12"
"901","Civil","3","10","20","17","11","18","16"
"902","Indus","3","17","10","13","17","19","20"
"903","Civil","1","20","14","18","15","13","13"
"904","Civil","1","20","12","12","13","13","16"
"905","Finance","2","11","18","18","10","10","18"
"906","Civil","2","19","17","15","12","16","13"
"907","Electrique","1","17","18","13","17","11","19"
"908","Electrique","1","14","12","12","16","10","12"
"909","Info","2","9","10","16","11","11","9"
"910","Indus","1","9","14","18","16","18","9"
"911","Civil","1","11","18","18","12","14","10"
"912","Civil","1","19","16","19","17","11","17"
"913","Finance","1","12","18","18","15","14","10"
"914","Civil","3","17","17","16","9","14","17"
"915","Electrique","2","19","14","20","17","13","16"
"916","Info","2","19","16","16","16","16","15"
"917","Info","1","17","9","17","10","12","12"
"918","Indus","2","13","14","13","14","10","15"
"919","Finance","3","14","13","20","10","20","14"
"920","Electrique","2","20","10","11","12","18","13"
"921","Civil","1","19","15","17","17","10","16"
"922","Electrique","2","14","13","15","12","16","11"
"923","Finance","2","16","15","20","10","17","9"
