"cne","filiere","niveau","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche"
"869","Info","3","5","3","0"
"870","Finance","2","1","0","2"
"871","Info","1","2","3","2"
"872","Finance","2","1","3","1"
"873","Civil","3","0","2","2"
"874","Info","2","4","3","0"
"875","Electrique","2","3","0","1"
"876","Indus","3","4","2","2"
"877","Indus","3","5","0","2"
"878","Info","1","4","1","1"
"879","Electrique","3","1","2","0"
"880","Electrique","2","2","0","1"
"881","Electrique","2","4","2","1"
"882","Civil","1","1","1","2"
"883","Indus","1","1","0","0"
"884","Electrique","1","2","3","2"
"885","Info","3","0","2","0"
"886","Civil","2","5","1","0"
"887","Electrique","1","1","2","2"
"888","Indus","1","1","1","2"
"889","Indus","3","4","1","1"
"890","Electrique","3","0","0","1"
"891","Civil","1","1","1","0"
"892","Civil","3","1","0","0"
"893","Electrique","1","1","3","0"
"894","Info","2","2","2","2"
"895","Finance","3","2","3","1"
"896","Civil","2","2","2","1"
"897","Indus","2","5","3","2"
"898","Finance","1","1","1","0"
"899","Electrique","2","1","1","2"
"900","Indus","3","0","3","2"
"901","Civil","3","0","0","2"
"902","Indus","3","0","3","1"
"903","Civil","1","3","2","1"
"904","Civil","1","4","1","1"
"905","Finance","2","0","1","2"
"906","Civil","2","3","1","1"
"907","Electrique","1","5","2","1"
"908","Electrique","1","3","1","2"
"909","Info","2","1","3","1"
"910","Indus","1","0","0","1"
"911","Civil","1","4","2","1"
"912","Civil","1","5","0","1"
"913","Finance","1","5","1","1"
"914","Civil","3","3","0","2"
"915","Electrique","2","2","1","2"
"916","Info","2","5","2","0"
"917","Info","1","0","3","0"
"918","Indus","2","0","2","2"
"919","Finance","3","1","3","0"
"920","Electrique","2","5","3","1"
"921","Civil","1","1","2","0"
"922","Electrique","2","0","2","1"
"923","Finance","2","2","3","0"
"924","Indus","2","5","3","0"
"925","Indus","2","1","2","1"
"926","Info","3","1","1","0"
"927","Finance","2","0","3","0"
"928","Civil","3","1","3","2"
"929","Indus","2","1","0","1"
"930","Civil","2","4","2","2"
"931","Info","3","4","1","0"
"932","Civil","3","2","0","0"
"933","Civil","1","4","1","1"
"934","Info","3","4","1","1"
"935","Electrique","2","3","3","1"
"936","Electrique","1","0","0","0"
"937","Electrique","2","2","3","1"
"938","Indus","1","1","2","1"
"939","Info","2","0","1","1"
"940","Indus","1","4","2","0"
"941","Finance","3","0","0","2"
"942","Indus","3","1","2","0"
"943","Info","2","3","2","1"
"944","Finance","1","1","2","2"
"945","Electrique","1","5","1","0"
"946","Info","2","2","0","0"
"947","Civil","2","5","3","1"
"948","Electrique","2","3","3","0"
"949","Indus","3","4","2","0"
"950","Electrique","3","3","0","0"
"951","Electrique","3","3","3","2"
"952","Electrique","2","3","1","2"
"953","Info","1","2","3","2"
"954","Electrique","2","3","1","2"
"955","Info","3","2","3","0"
"956","Info","3","2","1","0"
"957","Indus","2","1","2","1"
"958","Indus","2","5","3","1"
"959","Electrique","2","2","3","1"
"960","Indus","3","4","0","2"
"961","Electrique","2","2","2","0"
"962","Electrique","1","5","0","0"
"963","Civil","1","3","0","1"
"964","Info","1","2","2","0"
"965","Civil","1","4","0","0"
"966","Finance","3","2","1","1"
"967","Finance","3","0","0","0"
"968","Finance","2","3","3","0"
"969","Info","3","5","3","0"
"970","Indus","2","2","1","1"
"971","Civil","1","0","2","1"
"972","Finance","2","3","2","2"
"973","Electrique","3","2","1","0"
"974","Electrique","3","2","3","2"
"975","Civil","2","4","2","1"
"976","Indus","2","5","1","1"
"977","Electrique","2","2","2","0"
"978","Indus","3","5","0","0"
"979","Finance","1","5","1","2"
"980","Civil","3","2","2","0"
"981","Finance","1","3","3","1"
"982","Electrique","1","4","2","1"
"983","Info","2","2","2","0"
"984","Finance","3","3","0","2"
"985","Civil","2","2","3","1"
"986","Electrique","2","3","0","1"
"987","Info","2","3","1","1"
"988","Info","3","5","3","0"
"989","Info","2","1","0","1"
"990","Electrique","1","2","0","0"
"991","Indus","2","2","2","1"
"992","Electrique","3","1","2","1"
"993","Info","3","5","2","1"
"994","Civil","1","5","1","0"
"995","Info","1","1","2","1"
"996","Finance","1","1","1","0"
"997","Civil","2","4","0","0"
"998","Info","2","3","2","0"
"999","Electrique","2","4","1","0"
"1000","Civil","3","4","1","2"
"1001","Info","1","4","1","1"
"1002","Info","3","0","2","2"
"1003","Finance","2","1","2","0"
"1004","Indus","2","2","1","0"
"1005","Electrique","3","5","0","2"
"1006","Info","3","2","3","2"
"1007","Indus","2","4","3","0"
"1008","Indus","1","1","3","1"
"1009","Indus","3","1","1","1"
"1010","Info","3","2","2","0"
"1011","Finance","3","3","2","0"
"1012","Indus","2","3","3","0"
"1013","Electrique","1","2","0","0"
"1014","Civil","2","4","2","2"
"1015","Finance","2","2","0","1"
"1016","Finance","2","3","3","0"
"1017","Electrique","1","4","1","0"
"1018","Civil","2","1","0","2"
"1019","Electrique","3","2","0","2"
"1020","Indus","2","3","3","0"
"1021","Info","3","1","0","2"
"1022","Electrique","2","0","3","1"
"1023","Civil","3","3","2","2"
"1024","Info","1","1","2","1"
"1025","Info","2","4","2","2"
"1026","Electrique","1","3","1","2"
"1027","Info","2","3","2","2"
"1028","Finance","3","1","3","1"
"1029","Civil","1","3","3","1"
"1030","Indus","2","3","0","0"
"1031","Indus","1","1","1","1"
"1032","Civil","3","5","2","0"
"1033","Civil","1","0","0","2"
"1034","Info","1","0","2","1"
"1035","Electrique","1","0","3","2"
"1036","Electrique","2","4","2","0"
"1037","Info","2","1","3","2"
"1038","Indus","3","5","1","0"
"1039","Civil","2","4","1","0"
"1040","Info","2","4","1","1"
"1041","Electrique","1","3","3","2"
"1042","Electrique","2","3","1","0"
"1043","Civil","3","5","3","1"
"1044","Electrique","3","3","3","0"
"1045","Info","2","1","2","1"
"1046","Finance","1","2","2","1"
"1047","Info","3","3","1","0"
"1048","Finance","2","0","2","2"
"1049","Finance","2","2","3","1"
"1050","Electrique","2","4","3","2"
"1051","Info","3","1","1","0"
"1052","Finance","3","0","3","1"
"1053","Civil","1","3","2","2"
"1054","Electrique","1","5","0","2"
"1055","Electrique","2","3","1","1"
"1056","Electrique","2","2","0","1"
"1057","Civil","1","0","1","2"
"1058","Electrique","1","4","2","2"
"1059","Info","1","4","3","2"
"1060","Finance","1","1","2","0"
"1061","Electrique","1","0","0","1"
"1062","Indus","3","1","2","0"
"1063","Info","2","0","1","0"
"1064","Civil","1","1","1","0"
"1065","Indus","2","5","1","0"
"1066","Finance","1","4","3","1"
"1067","Finance","1","1","3","0"
"1068","Indus","2","1","0","1"
"1069","Electrique","1","4","0","0"
"1070","Info","3","4","0","2"
"1071","Finance","3","2","0","1"
"1072","Indus","2","5","1","2"
"1073","Civil","3","3","3","2"
"1074","Civil","2","2","1","0"
"1075","Finance","2","3","0","0"
"1076","Info","1","2","1","1"
"1077","Civil","3","1","3","0"
"1078","Civil","3","0","0","2"
"1079","Info","3","1","3","0"
"1080","Indus","3","0","2","1"
"1081","Electrique","1","2","1","1"
"1082","Civil","2","0","2","0"
"1083","Civil","2","3","1","1"
"1084","Info","3","0","2","0"
"1085","Info","3","1","2","2"
"1086","Finance","3","5","2","1"
"1087","Indus","3","5","0","0"
"1088","Electrique","1","0","2","1"
"1089","Finance","1","2","3","2"
"1090","Finance","2","5","0","0"
"1091","Finance","3","2","3","0"
"1092","Civil","3","0","1","2"
"1093","Civil","2","5","2","1"
"1094","Info","3","3","0","2"
"1095","Electrique","3","0","0","2"
"1096","Finance","3","1","3","2"
"1097","Info","2","3","3","2"
"1098","Electrique","3","1","1","0"
"1099","Electrique","3","2","2","2"
"1100","Electrique","2","4","1","2"
"1101","Civil","3","3","2","1"
"1102","Civil","1","5","0","0"
"1103","Electrique","3","2","0","1"
"1104","Indus","1","0","2","2"
"1105","Finance","3","1","1","2"
"1106","Indus","3","0","3","0"
"1107","Civil","1","3","0","1"
"1108","Finance","2","4","1","2"
"1109","Indus","2","3","0","1"
"1110","Info","1","1","0","1"
"1111","Finance","1","1","0","0"
"1112","Civil","1","5","3","1"
"1113","Civil","2","5","2","1"
"1114","Info","3","2","2","1"
"1115","Indus","1","3","1","2"
"1116","Finance","1","1","0","1"
"1117","Civil","3","2","0","1"
"1118","Finance","1","3","3","0"
"1119","Civil","2","1","2","1"
"1120","Civil","1","2","3","0"
"1121","Electrique","2","2","3","2"
"1122","Civil","3","3","0","1"
"1123","Civil","3","1","1","1"
"1124","Finance","1","2","1","1"
"1125","Indus","3","1","0","0"
"1126","Info","3","1","0","2"
"1127","Civil","3","1","3","2"
"1128","Electrique","3","2","0","1"
"1129","Indus","3","4","1","2"
"1130","Indus","3","1","0","2"
"1131","Indus","2","5","1","0"
"1132","Electrique","1","2","1","0"
"1133","Electrique","2","4","2","0"
"1134","Finance","2","1","3","0"
"1135","Finance","3","5","3","2"
"1136","Electrique","2","3","2","0"
"1137","Civil","1","0","1","2"
"1138","Indus","2","4","3","1"
"1139","Indus","3","1","3","2"
"1140","Indus","1","1","1","0"
"1141","Info","3","2","3","1"
"1142","Info","2","0","2","0"
"1143","Civil","3","1","1","1"
"1144","Civil","2","2","0","1"
"1145","Civil","1","0","0","0"
"1146","Indus","2","4","0","2"
"1147","Info","2","2","2","2"
"1148","Indus","1","3","1","1"
"1149","Indus","2","2","1","2"
"1150","Info","2","3","1","2"
"1151","Finance","1","4","0","1"
"1152","Finance","1","5","2","2"
"1153","Civil","3","0","0","1"
"1154","Civil","1","0","2","2"
"1155","Finance","2","3","1","2"
"1156","Finance","2","0","1","2"
"1157","Electrique","2","3","0","0"
"1158","Info","3","4","2","0"
"1159","Finance","2","5","0","2"
"1160","Info","1","2","3","1"
"1161","Electrique","1","3","1","1"
"1162","Civil","3","0","3","0"
"1163","Electrique","1","3","3","0"
"1164","Info","2","3","0","1"
"1165","Civil","3","3","2","0"
"1166","Civil","3","1","0","2"
"1167","Info","3","1","3","0"
"1168","Indus","3","5","1","2"
"1169","Electrique","1","5","1","1"
"1170","Electrique","1","3","1","2"
"1171","Electrique","3","1","0","0"
"1172","Finance","1","0","2","2"
"1173","Finance","3","0","1","0"
"1174","Info","2","4","3","2"
"1175","Info","1","2","2","0"
"1176","Civil","2","0","3","0"
"1177","Info","1","4","0","2"
"1178","Info","1","1","3","2"
"1179","Electrique","1","2","3","1"
"1180","Indus","3","1","3","1"
"1181","Finance","3","5","3","0"
"1182","Finance","2","3","3","1"
"1183","Electrique","3","4","1","2"
"1184","Finance","3","1","0","2"
"1185","Info","2","4","1","2"
"1186","Civil","1","1","2","0"
"1187","Electrique","3","3","3","1"
"1188","Civil","3","1","1","1"
"1189","Indus","2","2","1","0"
"1190","Civil","1","5","3","0"
"1191","Electrique","1","4","1","0"
"1192","Electrique","3","3","0","0"
"1193","Info","1","1","0","2"
"1194","Info","3","4","1","0"
"1195","Info","3","0","2","1"
"1196","Indus","1","4","3","0"
"1197","Indus","3","1","3","2"
"1198","Civil","3","0","2","1"
"1199","Finance","1","0","2","1"
"1200","Info","1","3","3","0"
"1201","Finance","1","5","2","2"
"1202","Finance","3","2","1","1"
"1203","Info","3","3","2","1"
"1204","Info","1","4","0","2"
"1205","Indus","3","5","1","2"
"1206","Finance","3","5","2","2"
"1207","Info","2","1","3","1"
"1208","Info","2","4","0","2"
"1209","Civil","2","4","1","0"
"1210","Info","3","2","2","2"
"1211","Civil","3","1","2","2"
"1212","Indus","2","0","1","1"
"1213","Info","2","3","1","2"
"1214","Civil","2","4","1","0"
"1215","Info","2","0","0","1"
"1216","Info","1","3","2","2"
"1217","Electrique","1","2","3","1"
"1218","Electrique","3","5","0","1"
"1219","Finance","1","3","3","0"
"1220","Civil","1","3","1","2"
"1221","Indus","2","3","0","1"
"1222","Civil","1","1","1","1"
"1223","Indus","3","1","3","1"
"1224","Civil","2","4","3","1"
"1225","Civil","2","2","3","0"
"1226","Finance","3","3","0","0"
"1227","Civil","2","4","0","2"
"1228","Info","3","4","3","0"
"1229","Civil","2","1","2","1"
"1230","Electrique","3","2","0","2"
"1231","Indus","1","4","3","1"
"1232","Civil","1","2","0","2"
"1233","Info","1","4","1","2"
"1234","Info","1","1","1","2"
"1235","Electrique","1","5","1","1"
"1236","Info","2","4","3","1"
"1237","Indus","2","4","3","1"
"1238","Civil","2","0","0","2"
"1239","Indus","2","3","0","0"
"1240","Electrique","3","2","1","2"
"1241","Electrique","2","1","0","1"
"1242","Finance","1","4","2","0"
"1243","Civil","1","1","0","2"
"1244","Indus","1","4","0","0"
"1245","Indus","2","1","2","2"
"1246","Electrique","1","4","2","0"
"1247","Info","3","0","2","0"
"1248","Info","3","0","1","1"
"1249","Indus","3","3","1","1"
"1250","Electrique","3","1","0","2"
"1251","Electrique","1","1","1","1"
"1252","Info","1","1","0","0"
"1253","Indus","2","1","2","2"
"1254","Civil","3","2","2","0"
"1255","Finance","2","5","1","2"
"1256","Civil","1","1","2","1"
"1257","Electrique","1","4","0","0"
"1258","Civil","3","3","1","0"
"1259","Indus","2","3","1","0"
"1260","Finance","3","4","3","1"
"1261","Finance","3","0","3","1"
"1262","Info","3","1","1","0"
"1263","Info","3","0","0","0"
"1264","Civil","1","2","2","1"
"1265","Electrique","2","0","0","2"
"1266","Civil","3","1","2","1"
"1267","Electrique","3","1","3","1"
"1268","Electrique","2","3","1","0"
"1269","Electrique","3","0","0","2"
"1270","Finance","3","2","1","1"
"1271","Indus","3","1","1","2"
"1272","Civil","1","4","1","2"
"1273","Civil","1","5","1","1"
"1274","Electrique","1","4","1","0"
"1275","Info","1","0","1","0"
"1276","Electrique","1","3","3","0"
"1277","Info","2","3","0","1"
"1278","Finance","3","1","3","2"
"1279","Finance","1","3","0","2"
"1280","Finance","2","2","3","2"
"1281","Civil","1","0","1","1"
"1282","Electrique","2","5","1","2"
"1283","Finance","3","1","2","2"
"1284","Indus","3","5","2","0"
"1285","Finance","3","0","0","0"
"1286","Civil","2","3","2","0"
"1287","Info","2","2","2","0"
"1288","Civil","3","0","2","0"
"1289","Finance","3","2","2","0"
"1290","Indus","2","3","1","2"
"1291","Info","1","2","0","0"
"1292","Indus","1","5","2","0"
"1293","Indus","2","3","1","0"
"1294","Civil","2","1","2","2"
"1295","Electrique","1","1","0","1"
"1296","Info","3","2","0","1"
"1297","Civil","2","4","0","2"
"1298","Finance","3","0","2","2"
"1299","Electrique","3","1","1","0"
"1300","Indus","2","0","1","0"
"1301","Indus","3","0","1","2"
"1302","Electrique","2","0","2","2"
"1303","Electrique","3","0","0","0"
"1304","Finance","1","0","3","1"
"1305","Info","2","3","3","2"
"1306","Electrique","1","5","1","1"
"1307","Info","2","2","3","1"
"1308","Civil","3","2","2","2"
"1309","Finance","1","4","3","0"
"1310","Electrique","3","0","3","2"
"1311","Info","3","2","2","1"
"1312","Info","3","2","0","2"
"1313","Electrique","3","1","3","2"
"1314","Info","3","4","0","2"
"1315","Indus","3","5","2","0"
"1316","Indus","3","0","3","2"
"1317","Indus","2","5","1","0"
"1318","Civil","2","4","0","1"
"1319","Info","2","1","3","1"
"1320","Indus","2","1","0","0"
"1321","Electrique","3","4","2","0"
"1322","Electrique","3","2","2","2"
"1323","Info","2","0","2","1"
"1324","Finance","1","3","2","2"
"1325","Info","3","3","1","0"
"1326","Civil","3","3","2","1"
"1327","Finance","2","4","2","2"
"1328","Indus","2","4","1","1"
"1329","Finance","2","4","0","0"
"1330","Civil","2","1","1","1"
"1331","Civil","3","0","2","1"
"1332","Indus","2","2","2","1"
"1333","Civil","3","5","3","1"
"1334","Electrique","3","4","3","2"
"1335","Electrique","2","1","3","0"
"1336","Indus","3","4","1","2"
"1337","Finance","1","4","1","1"
"1338","Info","1","2","1","1"
"1339","Civil","3","5","2","0"
"1340","Info","2","0","0","1"
"1341","Finance","1","2","0","1"
"1342","Finance","2","5","1","0"
"1343","Finance","2","1","0","2"
"1344","Civil","2","3","2","0"
"1345","Electrique","2","2","1","2"
"1346","Electrique","2","5","0","2"
"1347","Finance","3","4","2","1"
"1348","Civil","3","3","0","2"
"1349","Civil","2","3","3","1"
"1350","Info","2","5","1","1"
"1351","Finance","2","5","1","1"
"1352","Indus","1","4","2","0"
"1353","Finance","3","4","3","1"
"1354","Info","3","0","0","1"
"1355","Electrique","3","0","3","0"
"1356","Civil","1","2","1","0"
"1357","Electrique","2","3","3","0"
"1358","Civil","3","3","2","1"
"1359","Finance","2","4","2","1"
"1360","Finance","2","0","0","0"
"1361","Indus","1","5","1","0"
"1362","Info","3","2","2","1"
"1363","Finance","3","0","1","1"
"1364","Indus","3","3","3","1"
"1365","Info","1","5","0","2"
"1366","Civil","3","0","2","1"
"1367","Indus","1","4","0","2"
"1368","Indus","1","1","1","1"
"1369","Electrique","2","4","2","0"
"1370","Indus","2","3","0","0"
"1371","Civil","3","3","1","0"
"1372","Civil","2","2","1","2"
"1373","Electrique","3","0","2","2"
"1374","Electrique","1","2","0","2"
"1375","Civil","3","3","0","2"
"1376","Civil","2","5","3","2"
"1377","Indus","3","2","3","2"
"1378","Civil","3","2","2","1"
"1379","Info","2","4","1","0"
"1380","Civil","2","5","1","1"
"1381","Civil","1","3","3","0"
"1382","Civil","3","1","2","2"
"1383","Electrique","2","1","3","0"
"1384","Indus","3","2","2","1"
"1385","Finance","1","4","3","0"
"1386","Finance","1","1","1","0"
"1387","Electrique","2","4","0","1"
"1388","Electrique","3","4","1","1"
"1389","Civil","2","4","1","1"
"1390","Civil","3","3","3","1"
"1391","Finance","1","3","3","1"
"1392","Info","1","1","1","1"
"1393","Finance","1","2","2","2"
"1394","Indus","3","2","2","0"
"1395","Civil","2","5","3","2"
"1396","Finance","1","0","1","2"
"1397","Indus","1","3","3","2"
"1398","Finance","2","2","3","2"
"1399","Finance","2","0","2","2"
"1400","Indus","3","4","3","0"
"1401","Electrique","2","3","0","0"
"1402","Finance","3","5","1","2"
"1403","Info","3","4","1","0"
"1404","Electrique","3","0","3","0"
"1405","Indus","2","2","3","0"
"1406","Indus","3","2","2","2"
"1407","Info","1","3","3","2"
"1408","Civil","3","0","3","2"
"1409","Info","1","4","2","0"
"1410","Electrique","1","2","2","1"
"1411","Civil","2","5","1","0"
"1412","Indus","1","2","1","1"
"1413","Civil","3","2","0","2"
"1414","Civil","1","3","3","2"
"1415","Finance","2","5","3","1"
"1416","Electrique","1","4","3","1"
"1417","Info","2","3","3","0"
"1418","Indus","3","2","1","0"
"1419","Indus","1","3","1","0"
"1420","Electrique","2","3","3","1"
"1421","Finance","2","5","3","0"
"1422","Indus","2","0","0","2"
"1423","Civil","3","4","3","2"
"1424","Electrique","2","0","2","1"
"1425","Info","1","4","3","2"
"1426","Info","1","2","3","2"
"1427","Civil","1","2","0","0"
"1428","Info","3","3","0","2"
