"cne","filiere","niveau","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"443","Civil","2","15","Oujda","9","Rabat","10","Agadir"
"444","Indus","2","14","Tanger","17","Casablanca","15","Fes"
"445","Indus","1","17","Marrakech","12","Marrakech","12","Marrakech"
"446","Electrique","3","16","Agadir","14","Oujda","14","Rabat"
"447","Electrique","2","17","Tanger","18","Marrakech","20","Tanger"
"448","Indus","3","15","Rabat","20","Nador","10","Tanger"
"449","Finance","3","15","Agadir","20","Rabat","19","Marrakech"
"450","Info","2","10","Oujda","18","Tanger","11","Tanger"
"451","Electrique","2","19","Tetouan","19","Tanger","10","Fes"
"452","Info","1","12","Oujda","13","Fes","9","Rabat"
"453","Info","3","12","Nador","9","Oujda","20","Tanger"
"454","Civil","3","16","Nador","15","Tanger","16","Marrakech"
"455","Electrique","1","18","Marrakech","15","Casablanca","10","Tetouan"
"456","Info","1","12","Fes","16","Tetouan","12","Rabat"
"457","Electrique","1","20","Nador","16","Rabat","18","Fes"
"458","Indus","2","19","Oujda","17","Marrakech","13","Nador"
"459","Electrique","3","17","Casablanca","20","Tanger","14","Marrakech"
"460","Info","3","17","Marrakech","19","Marrakech","16","Marrakech"
"461","Electrique","3","16","Casablanca","16","Oujda","15","Oujda"
"462","Info","1","9","Rabat","12","Tanger","17","Nador"
"463","Finance","1","17","Agadir","10","Nador","18","Tetouan"
"464","Electrique","3","14","Rabat","18","Fes","15","Marrakech"
"465","Electrique","2","9","Oujda","17","Tetouan","9","Oujda"
"466","Finance","3","19","Rabat","12","Rabat","17","Nador"
"467","Finance","3","12","Tanger","17","Fes","13","Marrakech"
"468","Civil","1","11","Agadir","15","Marrakech","15","Oujda"
"469","Info","1","19","Nador","20","Marrakech","10","Casablanca"
"470","Electrique","1","15","Fes","16","Agadir","10","Rabat"
"471","Finance","3","16","Tetouan","17","Fes","18","Tanger"
"472","Indus","1","12","Fes","18","Fes","20","Marrakech"
"473","Info","1","17","Agadir","14","Agadir","20","Rabat"
"474","Civil","3","15","Tetouan","15","Rabat","13","Fes"
"475","Indus","1","20","Oujda","18","Tanger","16","Nador"
"476","Finance","2","11","Oujda","15","Rabat","10","Fes"
"477","Electrique","2","18","Fes","13","Oujda","14","Fes"
"478","Info","2","11","Fes","18","Oujda","19","Fes"
"479","Info","2","18","Rabat","15","Fes","18","Casablanca"
"480","Electrique","1","19","Marrakech","13","Fes","15","Marrakech"
"481","Info","2","19","Oujda","11","Nador","13","Rabat"
"482","Info","3","19","Tanger","16","Nador","17","Tetouan"
"483","Info","2","18","Tanger","12","Fes","11","Rabat"
"484","Electrique","3","10","Tanger","20","Nador","14","Agadir"
"485","Civil","3","19","Tetouan","19","Oujda","20","Agadir"
"486","Info","1","20","Oujda","16","Fes","13","Marrakech"
"487","Electrique","3","16","Fes","19","Agadir","16","Casablanca"
"488","Indus","1","9","Marrakech","10","Rabat","19","Nador"
"489","Finance","2","12","Nador","19","Marrakech","18","Tetouan"
"490","Electrique","1","9","Nador","10","Nador","14","Tanger"
"491","Indus","3","18","Casablanca","11","Casablanca","15","Oujda"
"492","Finance","3","19","Tetouan","10","Tetouan","9","Nador"
"493","Civil","1","17","Agadir","14","Casablanca","16","Tanger"
"494","Finance","1","19","Nador","11","Oujda","10","Tetouan"
"495","Electrique","1","11","Casablanca","11","Casablanca","13","Fes"
"496","Civil","2","12","Fes","19","Rabat","15","Rabat"
"497","Electrique","1","17","Oujda","15","Tanger","9","Casablanca"
"498","Info","1","16","Nador","14","Tetouan","16","Nador"
"499","Finance","1","20","Tanger","15","Agadir","11","Marrakech"
"500","Finance","3","11","Marrakech","19","Oujda","20","Casablanca"
"501","Electrique","1","17","Tetouan","19","Tetouan","11","Oujda"
"502","Finance","2","11","Marrakech","19","Fes","9","Tanger"
"503","Indus","1","17","Tetouan","14","Nador","18","Fes"
"504","Info","2","20","Casablanca","13","Nador","10","Tanger"
"505","Civil","2","9","Casablanca","19","Rabat","14","Marrakech"
"506","Finance","3","20","Oujda","15","Tetouan","18","Casablanca"
"507","Electrique","3","16","Tanger","9","Tanger","16","Tanger"
"508","Finance","2","14","Marrakech","19","Oujda","18","Oujda"
"509","Electrique","3","18","Agadir","11","Casablanca","13","Oujda"
"510","Civil","1","15","Marrakech","16","Agadir","11","Casablanca"
"511","Info","3","20","Agadir","12","Nador","13","Marrakech"
"512","Finance","2","11","Casablanca","14","Marrakech","12","Nador"
"513","Info","3","11","Agadir","11","Oujda","15","Nador"
"514","Indus","1","11","Fes","20","Fes","17","Oujda"
"515","Electrique","1","15","Casablanca","18","Nador","12","Oujda"
"516","Indus","2","20","Oujda","20","Casablanca","13","Oujda"
"517","Civil","3","9","Casablanca","18","Tetouan","11","Casablanca"
"518","Indus","1","16","Nador","19","Rabat","17","Tanger"
"519","Indus","3","16","Casablanca","16","Fes","18","Tetouan"
"520","Civil","2","9","Tetouan","10","Rabat","13","Nador"
"521","Finance","2","15","Oujda","15","Rabat","19","Casablanca"
"522","Electrique","3","10","Agadir","18","Oujda","11","Agadir"
"523","Finance","3","10","Fes","9","Casablanca","16","Agadir"
"524","Electrique","2","18","Casablanca","10","Oujda","13","Agadir"
"525","Electrique","1","15","Casablanca","19","Tanger","12","Nador"
"526","Indus","1","19","Oujda","11","Oujda","18","Marrakech"
"527","Indus","1","19","Tetouan","9","Agadir","16","Nador"
"528","Electrique","2","16","Marrakech","9","Fes","16","Marrakech"
"529","Electrique","2","9","Oujda","19","Marrakech","18","Tanger"
"530","Info","1","10","Rabat","11","Casablanca","17","Tetouan"
"531","Indus","2","20","Nador","16","Rabat","12","Casablanca"
"532","Electrique","3","18","Casablanca","12","Oujda","19","Casablanca"
"533","Civil","3","14","Marrakech","11","Tanger","10","Oujda"
"534","Info","2","19","Tanger","12","Marrakech","14","Fes"
"535","Indus","3","16","Tanger","10","Rabat","10","Oujda"
"536","Info","1","13","Fes","18","Rabat","19","Fes"
"537","Civil","1","10","Marrakech","13","Casablanca","19","Tetouan"
"538","Indus","3","11","Tetouan","12","Tanger","20","Fes"
"539","Finance","2","9","Agadir","14","Tanger","16","Agadir"
"540","Electrique","3","9","Oujda","12","Rabat","17","Tetouan"
"541","Electrique","1","18","Tanger","9","Oujda","12","Casablanca"
"542","Electrique","2","14","Nador","19","Agadir","9","Oujda"
"543","Indus","3","10","Casablanca","10","Tanger","18","Tanger"
"544","Civil","2","11","Rabat","16","Agadir","13","Fes"
"545","Civil","3","20","Oujda","20","Rabat","19","Marrakech"
"546","Civil","1","20","Fes","16","Agadir","20","Rabat"
"547","Civil","1","13","Rabat","15","Nador","15","Marrakech"
"548","Indus","3","19","Marrakech","17","Casablanca","20","Casablanca"
"549","Electrique","2","11","Casablanca","18","Fes","19","Rabat"
"550","Electrique","1","11","Casablanca","11","Agadir","17","Agadir"
"551","Civil","1","10","Agadir","10","Marrakech","11","Tanger"
"552","Electrique","2","9","Fes","19","Tanger","18","Marrakech"
"553","Info","1","14","Tanger","11","Rabat","20","Casablanca"
"554","Electrique","2","15","Tanger","13","Fes","17","Rabat"
"555","Finance","2","11","Rabat","19","Agadir","17","Tanger"
"556","Finance","2","13","Casablanca","17","Oujda","10","Rabat"
"557","Info","3","20","Tetouan","17","Marrakech","10","Marrakech"
"558","Civil","3","12","Marrakech","9","Casablanca","17","Oujda"
"559","Finance","2","12","Rabat","9","Marrakech","19","Casablanca"
"560","Finance","2","9","Casablanca","9","Tetouan","18","Marrakech"
"561","Civil","2","9","Oujda","20","Tetouan","13","Agadir"
"562","Electrique","3","18","Casablanca","12","Casablanca","18","Oujda"
"563","Electrique","2","11","Casablanca","12","Rabat","13","Nador"
"564","Finance","3","18","Oujda","12","Nador","13","Fes"
"565","Indus","2","12","Marrakech","9","Marrakech","17","Rabat"
"566","Indus","3","15","Oujda","15","Casablanca","9","Fes"
"567","Electrique","1","12","Fes","20","Tetouan","17","Tetouan"
"568","Civil","1","18","Tanger","18","Nador","20","Marrakech"
"569","Indus","3","14","Fes","18","Marrakech","19","Oujda"
"570","Electrique","3","11","Tanger","14","Fes","11","Nador"
"571","Civil","3","19","Tanger","20","Rabat","9","Casablanca"
"572","Finance","3","13","Tanger","16","Tanger","19","Marrakech"
"573","Finance","1","13","Fes","12","Oujda","17","Agadir"
"574","Electrique","3","11","Agadir","17","Agadir","14","Agadir"
"575","Info","2","17","Agadir","10","Marrakech","16","Nador"
"576","Finance","1","12","Casablanca","16","Casablanca","15","Nador"
"577","Indus","3","18","Nador","15","Tanger","11","Marrakech"
"578","Finance","1","14","Marrakech","12","Marrakech","16","Agadir"
"579","Finance","3","9","Tanger","9","Tanger","16","Nador"
"580","Indus","3","18","Oujda","18","Tetouan","13","Tetouan"
"581","Civil","3","14","Tetouan","12","Nador","17","Rabat"
"582","Civil","2","16","Agadir","17","Rabat","12","Tetouan"
"583","Civil","1","17","Casablanca","11","Nador","10","Rabat"
"584","Finance","1","13","Oujda","12","Casablanca","12","Nador"
"585","Indus","2","12","Tanger","17","Tanger","13","Fes"
"586","Indus","3","15","Marrakech","11","Nador","17","Fes"
"587","Electrique","2","11","Casablanca","18","Rabat","12","Rabat"
"588","Info","1","16","Marrakech","13","Fes","13","Tanger"
"589","Civil","1","17","Nador","19","Rabat","20","Marrakech"
"590","Indus","1","12","Oujda","17","Oujda","16","Marrakech"
"591","Electrique","2","9","Nador","15","Tetouan","9","Casablanca"
"592","Finance","3","15","Agadir","11","Marrakech","19","Casablanca"
"593","Info","2","18","Nador","18","Rabat","11","Casablanca"
"594","Indus","3","14","Oujda","15","Tetouan","17","Nador"
"595","Finance","1","15","Tetouan","11","Agadir","16","Tetouan"
"596","Electrique","3","12","Casablanca","18","Tanger","19","Casablanca"
"597","Civil","2","15","Rabat","19","Fes","14","Marrakech"
"598","Info","2","18","Rabat","17","Agadir","16","Nador"
"599","Civil","3","11","Nador","14","Casablanca","16","Tanger"
"600","Finance","1","10","Oujda","20","Nador","16","Tetouan"
"601","Electrique","3","11","Casablanca","16","Rabat","18","Rabat"
"602","Info","2","10","Fes","16","Oujda","10","Nador"
"603","Civil","1","17","Nador","10","Marrakech","15","Tanger"
"604","Info","2","15","Marrakech","15","Rabat","20","Tanger"
"605","Info","1","13","Casablanca","18","Rabat","11","Marrakech"
"606","Civil","3","20","Marrakech","20","Rabat","15","Tetouan"
"607","Indus","2","16","Oujda","16","Marrakech","12","Tanger"
"608","Finance","1","19","Rabat","17","Oujda","13","Marrakech"
"609","Indus","1","14","Casablanca","13","Rabat","12","Casablanca"
"610","Indus","2","16","Rabat","12","Nador","18","Nador"
"611","Indus","2","13","Fes","19","Fes","17","Rabat"
"612","Info","2","19","Marrakech","18","Casablanca","9","Nador"
"613","Electrique","1","9","Fes","14","Marrakech","14","Oujda"
"614","Indus","2","12","Oujda","18","Fes","11","Tanger"
"615","Indus","2","10","Marrakech","20","Tetouan","16","Agadir"
"616","Civil","1","14","Marrakech","17","Nador","10","Tetouan"
"617","Finance","3","20","Tetouan","20","Rabat","11","Oujda"
"618","Indus","2","11","Agadir","15","Casablanca","9","Oujda"
"619","Indus","1","20","Agadir","11","Agadir","19","Tetouan"
"620","Civil","3","9","Casablanca","17","Tanger","19","Casablanca"
"621","Electrique","3","11","Rabat","14","Rabat","10","Tanger"
"622","Civil","3","13","Marrakech","13","Marrakech","14","Rabat"
"623","Finance","3","11","Rabat","18","Agadir","11","Rabat"
"624","Electrique","2","20","Oujda","15","Nador","17","Nador"
"625","Finance","3","9","Casablanca","9","Fes","15","Nador"
"626","Info","1","12","Fes","10","Fes","19","Tanger"
"627","Civil","2","12","Casablanca","17","Rabat","10","Tetouan"
"628","Finance","1","9","Fes","13","Fes","9","Tanger"
"629","Info","3","12","Marrakech","10","Marrakech","11","Tetouan"
"630","Civil","1","11","Rabat","11","Marrakech","10","Nador"
"631","Indus","3","16","Agadir","15","Tanger","11","Tetouan"
"632","Civil","3","9","Tanger","18","Agadir","14","Rabat"
"633","Indus","3","9","Marrakech","9","Oujda","14","Fes"
"634","Finance","3","10","Nador","11","Casablanca","17","Oujda"
"635","Civil","2","11","Nador","10","Rabat","10","Marrakech"
"636","Electrique","3","14","Fes","12","Casablanca","9","Tanger"
"637","Indus","3","12","Rabat","9","Agadir","9","Agadir"
"638","Finance","3","18","Tetouan","10","Oujda","13","Fes"
"639","Indus","1","19","Tetouan","12","Casablanca","18","Tanger"
"640","Civil","1","16","Tetouan","13","Oujda","20","Rabat"
"641","Finance","2","14","Tanger","12","Tanger","18","Oujda"
"642","Indus","3","9","Casablanca","17","Agadir","14","Marrakech"
"643","Info","2","10","Marrakech","11","Rabat","10","Agadir"
"644","Indus","3","16","Oujda","10","Tetouan","14","Rabat"
"645","Finance","1","14","Tetouan","17","Nador","10","Marrakech"
"646","Electrique","2","17","Fes","19","Tetouan","10","Tanger"
"647","Indus","1","18","Tanger","17","Nador","11","Agadir"
"648","Electrique","1","13","Tanger","14","Tanger","18","Oujda"
"649","Indus","2","16","Tanger","18","Marrakech","19","Fes"
"650","Electrique","3","10","Tanger","10","Tanger","11","Agadir"
"651","Finance","2","10","Tanger","13","Casablanca","13","Rabat"
"652","Electrique","2","17","Fes","15","Oujda","10","Marrakech"
"653","Electrique","3","18","Agadir","20","Agadir","15","Rabat"
"654","Finance","1","10","Nador","20","Agadir","17","Nador"
"655","Finance","1","14","Casablanca","9","Oujda","10","Casablanca"
"656","Indus","1","18","Oujda","11","Marrakech","15","Tetouan"
"657","Finance","1","18","Oujda","17","Agadir","11","Fes"
"658","Info","2","17","Casablanca","10","Marrakech","16","Agadir"
"659","Info","1","18","Nador","12","Nador","17","Marrakech"
"660","Electrique","3","12","Tanger","11","Rabat","10","Tanger"
"661","Indus","1","15","Casablanca","19","Casablanca","20","Agadir"
"662","Finance","3","12","Casablanca","16","Oujda","18","Rabat"
"663","Electrique","1","17","Casablanca","17","Rabat","20","Rabat"
"664","Finance","2","16","Oujda","10","Rabat","9","Tetouan"
"665","Civil","1","19","Rabat","17","Marrakech","16","Nador"
"666","Civil","2","19","Fes","12","Marrakech","9","Fes"
"667","Finance","2","11","Rabat","13","Tanger","10","Tanger"
"668","Indus","3","10","Nador","10","Fes","13","Casablanca"
"669","Electrique","3","14","Tanger","13","Rabat","17","Rabat"
"670","Info","1","14","Oujda","14","Oujda","14","Tetouan"
"671","Civil","1","15","Nador","14","Tetouan","16","Marrakech"
"672","Electrique","1","9","Marrakech","10","Fes","13","Agadir"
"673","Info","2","15","Casablanca","17","Marrakech","12","Fes"
"674","Info","1","9","Fes","11","Tanger","19","Tanger"
"675","Finance","3","19","Fes","19","Tetouan","12","Tanger"
"676","Indus","3","11","Fes","19","Agadir","16","Oujda"
"677","Electrique","1","16","Tanger","15","Tanger","19","Agadir"
"678","Finance","1","9","Tetouan","17","Tanger","16","Marrakech"
"679","Finance","1","18","Casablanca","15","Nador","14","Tanger"
"680","Civil","2","11","Casablanca","14","Casablanca","16","Tanger"
"681","Finance","2","10","Nador","10","Agadir","17","Marrakech"
"682","Info","3","16","Tetouan","15","Rabat","11","Tanger"
"683","Indus","1","20","Oujda","12","Fes","13","Marrakech"
"684","Indus","2","16","Tanger","16","Marrakech","11","Nador"
"685","Indus","3","19","Casablanca","11","Marrakech","11","Tanger"
"686","Indus","1","16","Marrakech","10","Rabat","11","Fes"
"687","Electrique","1","13","Tanger","13","Fes","10","Nador"
"688","Info","1","13","Tanger","13","Oujda","19","Rabat"
"689","Indus","3","16","Tetouan","10","Rabat","18","Tanger"
"690","Indus","3","19","Casablanca","12","Oujda","10","Fes"
"691","Civil","2","10","Oujda","19","Tanger","17","Fes"
"692","Finance","1","17","Oujda","14","Marrakech","16","Casablanca"
"693","Civil","2","12","Fes","11","Nador","10","Oujda"
"694","Info","2","19","Agadir","11","Casablanca","19","Tetouan"
"695","Finance","1","18","Rabat","11","Casablanca","13","Nador"
"696","Info","2","17","Rabat","20","Agadir","18","Oujda"
"697","Finance","2","16","Tanger","9","Tetouan","18","Oujda"
"698","Finance","1","16","Agadir","9","Tetouan","13","Fes"
"699","Indus","3","17","Casablanca","17","Agadir","13","Tetouan"
"700","Electrique","3","9","Nador","19","Fes","12","Oujda"
"701","Indus","1","12","Casablanca","17","Tetouan","12","Nador"
"702","Electrique","3","14","Fes","17","Oujda","15","Tanger"
"703","Indus","2","19","Tetouan","12","Casablanca","17","Fes"
"704","Finance","3","18","Agadir","10","Fes","13","Oujda"
"705","Indus","1","17","Tanger","17","Casablanca","17","Marrakech"
"706","Civil","1","15","Casablanca","9","Fes","18","Agadir"
"707","Indus","3","15","Fes","11","Tetouan","13","Nador"
"708","Finance","1","17","Rabat","9","Fes","16","Casablanca"
"709","Info","1","19","Fes","15","Casablanca","14","Marrakech"
"710","Finance","1","12","Tanger","15","Casablanca","14","Nador"
"711","Finance","3","16","Rabat","20","Nador","17","Nador"
"712","Civil","3","14","Rabat","9","Marrakech","17","Rabat"
"713","Indus","2","17","Tetouan","20","Oujda","17","Tetouan"
"714","Info","1","17","Tanger","15","Agadir","15","Rabat"
"715","Civil","2","18","Tanger","15","Rabat","18","Casablanca"
"716","Indus","3","13","Nador","12","Oujda","19","Nador"
"717","Finance","3","10","Rabat","15","Tetouan","10","Rabat"
"718","Electrique","1","13","Rabat","12","Nador","18","Marrakech"
"719","Info","2","18","Agadir","11","Rabat","10","Tetouan"
"720","Electrique","2","19","Agadir","11","Rabat","9","Fes"
"721","Finance","3","11","Casablanca","11","Oujda","18","Fes"
"722","Civil","3","13","Casablanca","14","Tetouan","11","Marrakech"
"723","Indus","3","9","Tetouan","10","Casablanca","12","Agadir"
"724","Finance","1","10","Fes","15","Casablanca","18","Tetouan"
"725","Indus","1","10","Tanger","9","Rabat","15","Tanger"
"726","Indus","2","12","Oujda","18","Tetouan","20","Rabat"
"727","Civil","1","18","Oujda","9","Casablanca","19","Nador"
"728","Electrique","2","11","Oujda","16","Agadir","14","Tetouan"
"729","Civil","1","12","Fes","11","Oujda","11","Casablanca"
